sample,chr,arm,median_bpWeighted,total_bins,total_bpOverlap,top_event,top_event_bp,top_event_fraction
P-0042708-T01-IM6,chr19,q,-0.4824,323.6029172,31738169,Losses,31738169,1
P-0042708-T01-IM6,chr22,q,0.613366667,108,27903680,Gains,27492093,0.985249723
P-0042708-T01-IM6,chr4,q,0.352634877,224.2720204,130985785,Losses,124506903,0.950537518
P-0042708-T01-IM6,chr5,q,0.026218078,318.2427733,125778575,Losses,117598019,0.934960656
P-0042784-T01-IM6,chr7,p,0.3314,98.59684096,56177461,Gains,56177461,1
P-0043421-T01-IM6,chr1,q,0.462865958,234.5348836,112611479,Gains,95810229,0.850803398
P-0043421-T01-IM6,chr10,p,-0.7208,42.08541024,37709954,Losses,37709954,1
P-0043421-T01-IM6,chr11,p,-0.621140365,71.21554975,48229397,Losses,43835686,0.908899732
P-0043421-T01-IM6,chr12,p,-0.105354867,157.3752956,31350941,Gains,23324784,0.743989917
P-0043421-T01-IM6,chr14,q,-0.4541875,144,71645440,Losses,59484346,0.830260042
P-0043421-T01-IM6,chr16,p,-0.104587724,212.8798925,34346959,Gains,32216474,0.937971656
P-0043421-T01-IM6,chr16,q,0.3315,149.1201075,52992984,Gains,52992984,1
P-0043421-T01-IM6,chr17,p,-0.335957143,130,18860208,Losses,18467866,0.979197366
P-0043421-T01-IM6,chr17,q,0.29436,414,41554833,Gains,36766829,0.884778649
P-0043421-T01-IM6,chr19,p,-0.305316667,378,12486881,Losses,11487124,0.919935411
P-0043421-T01-IM6,chr19,q,-0.52972,204,28146779,Losses,26058128,0.925794316
P-0043421-T01-IM6,chr21,q,-0.06365,65,27485849,Losses,24663229,0.897306428
P-0043421-T01-IM6,chr4,p,-0.15945,58,44448480,Gains,26801456,0.60297801
P-0043421-T01-IM6,chr4,q,-0.604804645,219.2100923,120495798,Losses,97161301,0.806345969
P-0043421-T01-IM6,chr6,p,0.263106287,155.21228,47437770,Gains,30702929,0.647225386
P-0043421-T01-IM6,chr7,p,-0.424445842,105.8480017,48641397,Gains,31218039,0.641799803
P-0043421-T01-IM6,chr9,p,-0.374016019,120.7780813,40627854,Losses,32346993,0.796177741
P-0043421-T01-IM6,chr9,q,-0.532944926,228.3932211,86828503,Losses,46297846,0.533210229
P-0045058-T01-IM6,chr8,q,0.620044129,176.1239125,88764649,Gains,88764649,1
P-0045398-T01-IM6,chr1,p,-0.3539,423,118123847,Losses,118123847,1
P-0045398-T01-IM6,chr11,p,-0.339,152.7154269,51147305,Losses,51147305,1
P-0045398-T01-IM6,chr11,q,-0.339,244.2845731,81815556,Losses,81815556,1
P-0045398-T01-IM6,chr12,q,0.109007992,268.3055855,92486222,Gains,66210451,0.715895293
P-0045398-T01-IM6,chr13,q,-0.02595,213,89689228,Losses,64285928,0.716763088
P-0045398-T01-IM6,chr15,q,-0.3055,225,73645249,Losses,73645249,1
P-0045398-T01-IM6,chr16,p,-0.3366,133.4234813,36774929,Losses,36774929,1
P-0045398-T01-IM6,chr16,q,-0.66865806,228.5765187,47502292,Losses,47502292,1
P-0045398-T01-IM6,chr17,p,-0.32664313,164.1218134,22876093,Losses,15983162,0.69868408
P-0045398-T01-IM6,chr19,p,0.3199,258.3970828,25342943,Gains,25342943,1
P-0045398-T01-IM6,chr19,q,0.3199,323.6029172,31738169,Gains,31738169,1
P-0045398-T01-IM6,chr4,p,0.3136,99.27982013,46867351,Gains,46867351,1
P-0045398-T01-IM6,chr4,q,-0.014446689,177.158724,134776578,Losses,64361715,0.477543769
P-0046601-T01-IM6,chr1,q,0.6779,242.7403109,97673977,Gains,97673977,1
P-0046601-T01-IM6,chr18,p,0.3126,17.17133382,16535473,Gains,16535473,1
P-0046601-T01-IM6,chr18,q,-0.66555673,100.8286662,49527431,Losses,47766481,0.964444956
P-0046601-T01-IM6,chr5,q,0.3072,336.0338501,130388259,Gains,130388259,1
P-0046601-T01-IM6,chr6,p,0.909,185,46517155,Gains,46517155,1
P-0046601-T01-IM6,chr8,p,-0.8765,76,38283939,Losses,38283939,1
P-0046601-T01-IM6,chr8,q,1.709,157,89390128,Gains,89390128,1
P-0046650-T01-IM6,chr1,p,-1.020990439,420.6194411,118888047,Losses,117736128,0.990310893
P-0046650-T01-IM6,chr1,q,0.990664529,245.2840162,121652747,Gains,121652747,1
P-0046650-T01-IM6,chr13,q,-0.535,213,90114340,Losses,90114340,1
P-0046650-T01-IM6,chr16,p,-0.953392904,198.1741486,33123204,Losses,33123204,1
P-0046650-T01-IM6,chr16,q,-0.7358,163.8258514,52992984,Losses,52992984,1
P-0046650-T01-IM6,chr20,p,0.595240297,42.07001516,19097862,Gains,12705759,0.665297456
P-0046650-T01-IM6,chr20,q,0.346318761,175.9299848,23020512,Gains,11591145,0.503513779
P-0046650-T01-IM6,chr4,q,-0.482821248,162.4413434,132228330,Losses,124506903,0.94160535
P-0046650-T01-IM6,chr6,p,0.6996,148.1539551,58196740,Gains,58196740,1
P-0046650-T01-IM6,chr8,p,-0.226670073,60.88803269,39434212,Losses,33289086,0.844167648
P-0046818-T01-IM6,chr17,p,0.03445,130,18723128,Losses,17851054,0.953422633
P-0046818-T01-IM6,chr21,q,-0.3706,65,27861735,Losses,27861735,1
P-0046818-T01-IM6,chr8,p,-0.505833333,76,38284946,Losses,38284946,1
P-0046818-T01-IM6,chr8,q,0.8798,157,87759415,Gains,87759415,1
P-0047073-T01-IM6,chr1,p,-0.246008321,369.365121,104293293,Losses,40478556,0.388122331
P-0047073-T01-IM6,chr1,q,0.4541,296.5115599,123256422,Gains,123256422,1
P-0047073-T01-IM6,chr12,p,-0.725133226,142.3479967,30622835,Losses,23083350,0.75379533
P-0047073-T01-IM6,chr12,q,0.5633,280.5111454,94635309,Gains,94635309,1
P-0047073-T01-IM6,chr16,p,-0.644760419,191.7987444,35288035,Losses,35288035,1
P-0047073-T01-IM6,chr16,q,-0.751879886,170.2012556,52987175,Losses,52987175,1
P-0047073-T01-IM6,chr17,p,-0.58974204,144.4857709,19217266,Losses,17016659,0.885488029
P-0047073-T01-IM6,chr18,q,-0.484977488,105.0486459,55798647,Losses,42969169,0.770075464
P-0047073-T01-IM6,chr20,q,0.57215,197,30208622,Gains,30208622,1
P-0047073-T01-IM6,chr4,p,0.483340177,57.51712011,42734294,Gains,42734294,1
P-0047073-T01-IM6,chr5,q,0.322137609,280.1447384,115057508,Gains,102574571,0.891506976
P-0047073-T01-IM6,chr6,p,0.368474129,172.0290467,56870262,Gains,32897405,0.578464101
P-0047073-T01-IM6,chr6,q,-0.501993149,219.9709533,106589799,Losses,66764544,0.626368983
P-0047073-T01-IM6,chr8,p,-0.474071668,49.69982219,38208034,Losses,28639467,0.749566623
P-0047073-T01-IM6,chr9,p,-0.692700917,154.1526939,45160291,Losses,30690878,0.679598765
P-0047119-T01-IM6,chr1,p,-0.1642,423,118115554,Losses,118051651,0.999458979
P-0047119-T01-IM6,chr1,q,0.628589694,242.6758745,95895594,Gains,95895594,1
P-0047119-T01-IM6,chr12,q,0.469034134,274.5296771,90760973,Gains,77337083,0.852096231
P-0047119-T01-IM6,chr15,q,-0.30165,225,73288882,Losses,73284112,0.999934915
P-0047119-T01-IM6,chr17,p,-0.385366667,130,19741219,Losses,11896568,0.602625805
P-0047119-T01-IM6,chr18,p,0.3037,12.77053333,16535473,Gains,16535473,1
P-0047119-T01-IM6,chr19,p,-0.395502437,415.2850934,25341563,Losses,18053080,0.712390155
P-0047119-T01-IM6,chr20,p,0.4463,85.30554023,27224137,Gains,27224137,1
P-0047119-T01-IM6,chr20,q,0.304726635,132.6944598,30217993,Gains,30020613,0.99346813
P-0047119-T01-IM6,chr21,q,-0.508,65,27861735,Losses,27861735,1
P-0047119-T01-IM6,chr22,q,-0.230833333,108,29042849,Losses,14597234,0.502610264
P-0047119-T01-IM6,chr4,p,0.4681,58.89151763,46867351,Gains,46867351,1
P-0047119-T01-IM6,chr4,q,-0.538207306,217.1338133,133055627,Losses,132969294,0.999351151
P-0047119-T01-IM6,chr8,p,-0.434942888,46.39508399,38500097,Losses,30832517,0.80084258
P-0047119-T01-IM6,chr8,q,0.268670521,206.2156188,92624345,Gains,92605282,0.99979419
P-0047119-T01-IM6,chr9,p,-0.415,123.2390926,46938021,Losses,46938021,1
P-0047119-T01-IM6,chr9,q,-0.415,239.0180855,91034717,Losses,91034717,1
P-0047508-T01-IM6,chr1,p,0.383077236,372.0765601,118813499,Gains,84889899,0.714480254
P-0047508-T01-IM6,chr7,q,-0.160084824,244.9518977,93516375,Losses,47520095,0.508147316
P-0048802-T01-IM6,chr16,p,-0.3819,148.2993628,36774929,Losses,36774929,1
P-0048802-T01-IM6,chr16,q,-0.3819,213.7006372,52992984,Losses,52992984,1
P-0048802-T01-IM6,chr17,p,-0.3238,161.1420347,23895332,Losses,23895332,1
P-0048802-T01-IM6,chr17,q,-0.3238,382.8579653,56773009,Losses,56773009,1
P-0048802-T01-IM6,chr19,p,-0.93875,378,17669235,Losses,17669235,1
P-0048802-T01-IM6,chr19,q,0.6329,204,29507708,Gains,29507708,1
P-0048802-T01-IM6,chr21,q,-0.3302,65,27861735,Losses,27861735,1
P-0048802-T01-IM6,chr22,q,-0.07115,108,26495765,Losses,18586766,0.701499504
P-0048802-T01-IM6,chr3,p,0.292347799,237.7624983,81186398,Gains,42092195,0.518463635
P-0048802-T01-IM6,chr4,q,-0.207873861,191.819149,133796014,Losses,87412320,0.653325293
P-0048802-T01-IM6,chr7,p,0.081310653,138.7436661,56168999,Gains,56168025,0.999982659
P-0048802-T01-IM6,chr7,q,0.4993,205.2563339,100600965,Gains,100600965,1
P-0048802-T01-IM6,chr8,p,-0.310858732,83.31701395,43072428,Losses,38170858,0.886201679
P-0048802-T01-IM6,chr8,q,0.295382657,169.5802834,96776383,Gains,54622025,0.564414822
P-0048802-T01-IM6,chr9,p,-0.3839,134,36612027,Losses,36612027,1
P-0049354-T01-IM6,chr16,p,-0.5764,148.2993628,36774929,Losses,36774929,1
P-0049354-T01-IM6,chr16,q,-0.5764,213.7006372,52992984,Losses,52992984,1
P-0049354-T01-IM6,chr17,p,-0.785633333,130,21691468,Losses,21691468,1
P-0049354-T01-IM6,chr17,q,0.2633,414,51356422,Gains,51345783,0.99979284
P-0049354-T01-IM6,chr8,q,0.78584,157,87352997,Gains,87352997,1
P-0049878-T01-IM6,chr1,p,-0.575998972,423.2262892,119187376,Losses,118059945,0.990540684
P-0049878-T01-IM6,chr1,q,0.5202,243.3891177,123256422,Gains,123256422,1
P-0049878-T01-IM6,chr16,p,-0.700419295,199.5149285,36774406,Losses,36774406,1
P-0049878-T01-IM6,chr16,q,-0.5733,162.4850715,52992984,Losses,52992984,1
P-0049878-T01-IM6,chr4,p,-0.596584801,83.4948532,46768189,Losses,46768189,1
P-0049878-T01-IM6,chr4,q,-0.5664,193.2656122,138944555,Losses,138944555,1
P-0049878-T01-IM6,chr6,q,-0.22450498,223.9934868,107361793,Losses,94199988,0.877406993
P-0049878-T01-IM6,chr8,p,-0.2651,76,37616531,Losses,34692006,0.922254261
P-0050138-T01-IM6,chr1,q,0.4152,244.3191376,123256422,Gains,123256422,1
P-0050138-T01-IM6,chr17,p,-0.565122832,144.4857709,19217266,Losses,17016659,0.885488029
P-0050138-T01-IM6,chr17,q,0.4419,399.5142291,56773009,Gains,56773009,1
P-0050138-T01-IM6,chr8,p,-0.6354,76,38293200,Losses,38293200,1
P-0050138-T01-IM6,chr8,q,0.4841,176.8284273,91237351,Gains,91237351,1
P-0050188-T01-IM6,chr1,q,0.59257454,243.1556489,93733648,Gains,93733648,1
P-0050188-T01-IM6,chr11,p,-0.3431,123.7566783,51147305,Losses,51147305,1
P-0050188-T01-IM6,chr11,q,-0.02785355,273.2433217,81810584,Losses,50521851,0.617546637
P-0050188-T01-IM6,chr12,p,-0.1109,128,30180678,Losses,27574058,0.913632822
P-0050188-T01-IM6,chr17,q,0.344696398,391.6261257,53641289,Gains,29921148,0.55780069
P-0050188-T01-IM6,chr19,p,-0.3587,331.8505259,25342943,Losses,25342943,1
P-0050188-T01-IM6,chr21,q,-0.3399,65,27861735,Losses,27861735,1
P-0050188-T01-IM6,chr4,p,-0.462701689,61.63844673,42159408,Losses,39936813,0.947281162
P-0050188-T01-IM6,chr7,p,0.359167771,122.4339675,51851033,Gains,31221964,0.602147386
P-0050188-T01-IM6,chr8,p,-0.3196,76,38293200,Losses,38293200,1
P-0050188-T01-IM6,chr8,q,0.157401293,170.6438886,83289610,Gains,72996847,0.876422005
P-0050188-T01-IM6,chr9,p,-0.3764,123.2390926,46938021,Losses,46938021,1
P-0050188-T01-IM6,chr9,q,-0.3764,239.0180855,91034717,Losses,91034717,1
P-0050448-T01-IM6,chr1,q,0.271306842,243.3193322,97669961,Gains,97658442,0.999882062
P-0050448-T01-IM6,chr8,p,-0.273466607,46.5937922,38500097,Losses,30832517,0.80084258
P-0050670-T01-IM6,chr1,q,0.459308444,243.6773803,119122678,Gains,82315494,0.691014468
P-0050670-T01-IM6,chr8,q,0.38322831,163.5450502,100271821,Gains,74888230,0.746852199
P-0050890-T01-IM6,chr16,q,-0.3034,168.4993375,52992984,Losses,52992984,1
P-0050890-T01-IM6,chr17,p,-0.2755,130,19334032,Losses,12565761,0.649929668
P-0050890-T01-IM6,chr6,q,-0.411733333,207,106503524,Losses,106503524,1
P-0052341-T02-IM7,chr12,p,-0.405864207,146.6267862,34469629,Losses,24968063,0.72434963
P-0052341-T02-IM7,chr17,p,-0.3652,134,21694726,Losses,21694726,1
P-0052341-T02-IM7,chr6,p,0.213273162,194.1448448,58194211,Gains,43356499,0.745031134
P-0052341-T02-IM7,chr6,q,-0.22844873,228.8551552,108709692,Losses,99477405,0.915073929
P-0052341-T02-IM7,chr8,p,-0.5362,84,39989511,Losses,39989511,1
P-0052341-T02-IM7,chr8,q,1.464585137,185.6686406,92188866,Gains,92188866,1
P-0052428-T01-IM6,chr1,q,0.133551114,245.3167231,120568666,Gains,71518931,0.59318008
P-0052428-T01-IM6,chr14,q,-0.49254,144,79221696,Losses,47099949,0.59453346
P-0052428-T01-IM6,chr20,p,0.4073,21,22618936,Gains,22618936,1
P-0052428-T01-IM6,chr20,q,1.0705,197,31132030,Gains,31132030,1
P-0052428-T01-IM6,chr6,p,0.532,173.0507216,58196740,Gains,58196740,1
P-0052428-T01-IM6,chr8,p,-0.472917495,57.7629638,42902706,Losses,28639467,0.667544537
P-0052428-T01-IM6,chr9,p,-0.497224454,160.2277707,46239509,Losses,27265180,0.589651157
P-0052475-T01-IM6,chr1,q,0.204492762,274.7361856,119717074,Gains,89086129,0.744138877
P-0052475-T01-IM6,chr17,p,-0.290023881,144.4857709,19217266,Losses,17016659,0.885488029
P-0052475-T01-IM6,chr17,q,0.5133,399.5142291,56773009,Gains,56773009,1
P-0052475-T01-IM6,chr18,p,-0.3139,26.48808565,16535473,Losses,16535473,1
P-0052475-T01-IM6,chr18,q,-0.3139,91.51191435,57127299,Losses,57127299,1
P-0052475-T01-IM6,chr19,p,-0.21758,378,16045177,Losses,14921239,0.929951661
P-0052475-T01-IM6,chr19,q,-0.381833333,204,29102915,Losses,27579736,0.947662322
P-0052475-T01-IM6,chr8,p,-0.3733,76,38293200,Losses,38293200,1
P-0052475-T01-IM6,chr8,q,0.7178,176.8284273,91237351,Gains,91237351,1
P-0052873-T01-IM6,chr17,p,-0.7071,130,21694726,Losses,21694726,1
P-0052873-T01-IM6,chr17,q,0.4379,414,51360652,Gains,51360652,1
P-0052873-T01-IM6,chr6,p,0.4561,185,46517155,Gains,46517155,1
P-0052873-T01-IM6,chr6,q,0.33235,207,105705279,Losses,105702095,0.999969879
P-0052873-T01-IM6,chr8,p,-0.586707721,65.16325843,43128888,Losses,37640121,0.872735717
P-0052873-T01-IM6,chr8,q,0.9874,187.7174377,101378636,Gains,101378636,1
P-0053844-T01-IM6,chr1,q,0.7765,244.3191376,123256422,Gains,123256422,1
P-0053844-T01-IM6,chr13,q,-0.173,213,87841171,Losses,52351120,0.595974751
P-0053844-T01-IM6,chr17,p,-0.564434902,147.2075087,19217266,Losses,17016659,0.885488029
P-0053844-T01-IM6,chr19,p,-0.66203325,365.6956389,24795064,Losses,16182699,0.652658085
P-0053844-T01-IM6,chr21,q,-0.532825,65,27737217,Losses,27737217,1
P-0053844-T01-IM6,chr6,p,1.1282,164.8737513,58196740,Gains,58196740,1
P-0053844-T01-IM6,chr6,q,-0.504158734,227.1262487,107761815,Losses,98186857,0.911147024
P-0053844-T01-IM6,chr8,p,-0.6844,76,38227319,Losses,38227319,1
P-0053844-T01-IM6,chr8,q,0.4678,176.8284273,91237351,Gains,91237351,1
P-0053854-T01-IM6,chr6,p,0.198894067,164.6664508,58186289,Gains,32533665,0.559129402
P-0054687-T01-IM6,chr1,q,0.515203044,294.8369779,115811657,Gains,100433583,0.8672148
P-0054687-T01-IM6,chr10,p,0.6394,26,34504524,Gains,34504524,1
P-0054687-T01-IM6,chr12,p,-0.559524849,141.361222,32985496,Losses,18406162,0.558007738
P-0054687-T01-IM6,chr14,q,-0.2978,144,84494511,Losses,67851013,0.803022731
P-0054687-T01-IM6,chr16,p,-0.1617,182,22003795,Losses,13926767,0.632925684
P-0054687-T01-IM6,chr16,q,-0.515066667,180,35081090,Losses,35049476,0.999098831
P-0054687-T01-IM6,chr17,p,-0.239015788,184.3920311,22480318,Losses,15583625,0.693211947
P-0054687-T01-IM6,chr17,q,0.339930732,359.6079689,55328510,Gains,33981949,0.614185146
P-0054687-T01-IM6,chr2,q,-0.060404754,252.7818537,134971911,Losses,71149104,0.52714008
P-0054687-T01-IM6,chr4,q,-0.163396861,184.4482947,118531949,Losses,73931268,0.623724393
P-0054687-T01-IM6,chr5,q,-0.448980279,272.2911334,122365550,Losses,117276893,0.9584143
P-0054687-T01-IM6,chr6,p,1.012319541,183.8320329,55439136,Gains,55439136,1
P-0054687-T01-IM6,chr7,p,-0.414380091,112.772425,55701806,Losses,55207831,0.991131796
P-0056021-T01-IM6,chr1,q,0.8122,244.3191376,123256422,Gains,123256422,1
P-0056021-T01-IM6,chr8,p,-0.538966667,76,38284946,Losses,38284946,1
P-0056021-T01-IM6,chr8,q,0.661729477,177.0613795,91234950,Gains,91234950,1
P-0056297-T01-IM6,chr1,q,0.376516441,297.4508293,122533684,Gains,94409262,0.770475994
P-0056297-T01-IM6,chr15,q,0.3758,225,73645249,Gains,73645249,1
P-0056297-T01-IM6,chr17,p,-0.6931838,152.41196,16595775,Losses,14395168,0.867399564
P-0056297-T01-IM6,chr17,q,0.186992862,391.58804,53938770,Gains,29660968,0.549900711
P-0056297-T01-IM6,chr20,p,0.4779,95.75250192,27224137,Gains,27224137,1
P-0056297-T01-IM6,chr20,q,0.4779,122.2474981,34757135,Gains,34757135,1
P-0056297-T01-IM6,chr3,q,0.201385018,307.7573907,100381659,Gains,60115899,0.598873336
P-0056297-T01-IM6,chr8,p,-0.578063557,42.73501868,40860130,Losses,34264470,0.838579564
P-0056297-T01-IM6,chr8,q,-0.7127,190.2649813,99726698,Losses,99726698,1
P-0056375-T01-IM6,chr1,q,0.623093472,242.6758745,95895594,Gains,95895594,1
P-0056375-T01-IM6,chr16,p,-0.957341418,193.5006625,32798848,Losses,26036897,0.793835716
P-0056375-T01-IM6,chr17,p,-0.34285797,151.0513954,21975110,Losses,11929853,0.54288024
P-0056375-T01-IM6,chr17,q,0.118051017,392.9486046,49962708,Gains,25474775,0.509875786
P-0056375-T01-IM6,chr18,q,-0.664118723,100.8286662,46350114,Losses,44589164,0.962007645
P-0056375-T01-IM6,chr19,q,0.637442599,212.3788728,29550794,Gains,25797320,0.872982296
P-0056375-T01-IM6,chr2,p,0.3521,214.7419237,85832912,Gains,85832912,1
P-0056375-T01-IM6,chr4,p,0.2289,58,40098101,Gains,35797755,0.892754373
P-0056375-T01-IM6,chr4,q,-0.154388141,219.3608484,132141363,Losses,87406269,0.661460326
P-0056375-T01-IM6,chr8,q,0.349258156,175.0480182,100305660,Gains,57580354,0.574048902
P-0056375-T01-IM6,chr9,p,-0.6939,134,31134902,Losses,23613915,0.758438713
P-0056505-T01-IM6,chr1,p,0.321900976,413.9511792,114519646,Gains,70263934,0.613553538
P-0056505-T01-IM6,chr1,q,0.3358,252.537016,123256422,Gains,123256422,1
P-0056505-T01-IM6,chr21,q,-0.4159,65,27861735,Losses,27861735,1
P-0056505-T01-IM6,chr6,p,0.94974,185,44918311,Gains,44918311,1
P-0056505-T01-IM6,chr6,q,-0.294666667,207,106502960,Losses,105843313,0.993806304
P-0056505-T01-IM6,chr8,p,-0.575453052,83.20866836,43072428,Losses,38170858,0.886201679
P-0056505-T01-IM6,chr8,q,0.3,169.7789894,101378636,Gains,101378636,1
P-0056565-T01-IM6,chr1,q,0.4595,243.3891177,123256422,Gains,123256422,1
P-0056565-T01-IM6,chr8,p,-0.635175,76,37805251,Losses,37805251,1
P-0056565-T01-IM6,chr8,q,0.447457458,171.8125351,89461633,Gains,89461633,1
P-0056995-T01-IM6,chr13,q,-0.35364,213,85407221,Losses,48026165,0.562319725
P-0056995-T01-IM6,chr16,q,-0.190692791,175.9739414,47549702,Losses,27350811,0.575204677
P-0056995-T01-IM6,chr17,p,-0.648126732,144.4857709,19217266,Losses,17016659,0.885488029
P-0056995-T01-IM6,chr18,q,-0.491096577,100.8286662,49527431,Losses,47766481,0.964444956
P-0056995-T01-IM6,chr8,p,-0.465346312,43.60797162,41153911,Losses,35527190,0.863276154
P-0057363-T01-IM6,chr1,q,0.804,244.3191376,123256422,Gains,123256422,1
P-0057363-T01-IM6,chr6,p,0.587897052,188.1871059,53879671,Gains,40845739,0.758091841
P-0057363-T01-IM6,chr6,q,-0.414160764,203.8128941,111994842,Losses,80789581,0.721368766
P-0057363-T01-IM6,chr8,p,-0.487213513,60.01683149,42905587,Losses,28642348,0.66756686
P-0057363-T01-IM6,chr8,q,0.266730614,192.7974505,95975710,Gains,79945500,0.832976385
P-0058209-T02-IM7,chr1,q,0.581258956,373.3244748,119897393,Gains,91045730,0.759363717
P-0058209-T02-IM7,chr5,p,0.361688983,165.4560353,41502652,Gains,24219085,0.583555118
P-0058209-T02-IM7,chr8,p,-0.59165,84,39923630,Losses,39923630,1
P-0058209-T02-IM7,chr8,q,0.577404728,190.3740505,92218474,Gains,92218474,1
P-0058672-T01-IM7,chr12,q,0.216176581,289.429037,94096082,Gains,66210451,0.703647268
P-0058672-T01-IM7,chr14,q,-0.2981,154,83961649,Losses,78870962,0.939368902
P-0058672-T01-IM7,chr17,p,-0.479832753,170.6563576,22484885,Losses,17016659,0.75680436
P-0058672-T01-IM7,chr18,q,-0.354076075,120.4024185,57689140,Losses,51082658,0.885481357
P-0058672-T01-IM7,chr22,q,-0.4897,145,34050915,Losses,34050915,1
P-0058672-T01-IM7,chr3,p,0.482618039,338.7263713,83645020,Gains,62613375,0.748560703
P-0058672-T01-IM7,chr4,q,-0.070880569,216.9882487,130465142,Losses,93703075,0.718223071
P-0059704-T01-IM7,chr6,p,0.770446265,200.5873641,52621068,Gains,49297692,0.936843243
P-0060280-T01-IM7,chr1,q,0.254660423,289.9176146,116652661,Gains,73699009,0.631781636
P-0060280-T01-IM7,chr12,q,-0.31730924,288.8419996,94170335,Losses,66749679,0.708818536
P-0060280-T01-IM7,chr16,p,-1.058137746,158.8995588,35570230,Losses,35570230,1
P-0060280-T01-IM7,chr16,q,-0.4951,222.1004412,52992984,Losses,52992984,1
P-0060280-T01-IM7,chr17,p,-0.429344058,153.0806829,20615795,Losses,18360252,0.89059151
P-0060280-T01-IM7,chr19,q,0.5259,211,29507708,Gains,29507708,1
P-0060280-T01-IM7,chr7,p,0.374442134,122.8455401,55655929,Gains,44586542,0.801110372
P-0060280-T01-IM7,chr8,p,-0.9863,84,39396923,Losses,39396923,1
P-0060841-T01-IM7,chr22,q,-0.6241,145,34050915,Losses,34050915,1
P-0061183-T01-IM7,chr1,p,-0.03212,489,115920102,Losses,112841084,0.973438446
P-0061183-T01-IM7,chr1,q,0.8443,291.4715457,102243271,Gains,102243271,1
P-0061183-T01-IM7,chr13,q,-0.4751,228,93981893,Losses,93981893,1
P-0061183-T01-IM7,chr16,p,-0.5752,156.083031,36774929,Losses,36774929,1
P-0061183-T01-IM7,chr16,q,-0.5752,224.916969,52992984,Losses,52992984,1
P-0061183-T01-IM7,chr17,p,-0.501588005,149.3813335,20609669,Losses,18381353,0.891880069
P-0061183-T01-IM7,chr17,q,0.3087,422.6186665,56773009,Gains,56773009,1
P-0061183-T01-IM7,chr20,p,0.3031,100.5839918,27224137,Gains,27224137,1
P-0061183-T01-IM7,chr20,q,0.3031,128.4160082,34757171,Gains,34757171,1
P-0061183-T01-IM7,chr3,p,-0.4398,262.9206578,87521912,Losses,87521912,1
P-0061183-T01-IM7,chr3,q,-0.4398,319.1675276,106245559,Losses,106245559,1
P-0061183-T01-IM7,chr4,q,-0.393502021,222.0820913,134034066,Losses,124506903,0.928919839
P-0061183-T01-IM7,chr6,p,0.479679569,197.6179862,56204737,Gains,43170805,0.768099048
P-0061183-T01-IM7,chr6,q,-0.475639193,225.3820138,112154860,Losses,112154860,1
P-0061290-T01-IM7,chr8,q,0.609528402,182.8788518,100052940,Gains,100052940,1
P-0061351-T01-IM7,chr17,p,-0.7245,134,21694726,Losses,21694726,1
P-0061351-T01-IM7,chr17,q,0.5085,438,55373198,Gains,55373198,1
P-0061351-T01-IM7,chr7,p,0.4311,139.7253731,57309260,Gains,57309260,1
P-0061351-T01-IM7,chr7,q,0.4311,245.2746269,100600965,Gains,100600965,1
P-0061351-T01-IM7,chr8,p,-0.434191006,90.89654559,42073402,Losses,26149829,0.621528751
P-0062069-T01-IM7,chr1,q,0.477855218,294.1499556,121350257,Gains,100337105,0.826838834
P-0062069-T01-IM7,chr12,p,-0.302270478,132.8602204,31453475,Losses,23278520,0.740093742
P-0062069-T01-IM7,chr22,q,-0.2834,145,30197312,Losses,30085278,0.996289935
P-0062165-T01-IM7,chr1,q,0.38158293,354.8233618,122734149,Gains,95171392,0.775427155
P-0062165-T01-IM7,chr15,q,-0.1333,274,81001232,Losses,79307222,0.979086614
P-0062165-T01-IM7,chr18,q,-0.226661326,122.4189718,60045606,Losses,47613999,0.792963918
P-0062165-T01-IM7,chr21,p,-0.3321,6.9042819,3639667,Losses,3639667,1
P-0062165-T01-IM7,chr21,q,-0.3321,63.50999711,33479983,Losses,33479983,1
P-0062165-T01-IM7,chr4,q,-0.209185494,263.6311887,134737300,Losses,118047195,0.876128548
P-0062165-T01-IM7,chr6,p,0.469904634,200.5873641,55547847,Gains,52224471,0.94017093
P-0062796-T01-IM7,chr10,p,-0.3295,57.89722394,38760061,Losses,38760061,1
P-0062796-T01-IM7,chr10,q,-0.57308298,150.3103972,93720525,Losses,93720525,1
P-0062796-T01-IM7,chr12,p,-0.635196434,132.0037477,31735801,Losses,29629984,0.93364538
P-0062796-T01-IM7,chr16,q,-0.5032,181.3264462,52992984,Losses,52992984,1
P-0062796-T01-IM7,chr17,p,-0.5289,127.5292135,23895332,Losses,23895332,1
P-0062796-T01-IM7,chr8,p,-0.740342752,89.25439935,42307053,Losses,37283141,0.881251195
P-0063153-T01-IM7,chr8,q,0.551136039,189.6535893,95482884,Gains,95482884,1
P-0063392-T01-IM7,chr1,q,0.307845453,290.7461834,118345202,Gains,111480817,0.94199693
P-0063392-T01-IM7,chr10,p,0.4246,60.57204702,38760061,Gains,38760061,1
P-0063392-T01-IM7,chr10,q,0.4246,147.9253042,94657422,Gains,94657422,1
P-0063392-T01-IM7,chr18,p,-0.6959,29.94634833,16597898,Losses,16597898,1
P-0063392-T01-IM7,chr18,q,-0.6959,109.0536517,60443476,Losses,60443476,1
